DAY,N10D,GPRD,GPRD_ACT,GPRD_THREAT,date,GPRD_MA30,GPRD_MA7,event,var_name,var_label
20020602,885,116.03,119.41,118.27,2002/6/2,160.60,167.74,,,
20020603,843,196.47,227.21,202.59,2002/6/3,162.63,164.71,,,
20020604,956,155.93,165.81,184.40,2002/6/4,162.92,159.35,,,
20020605,1077,175.32,220.77,138.11,2002/6/5,163.57,158.87,,,
20020606,1228,151.06,204.38,121.13,2002/6/6,162.64,153.53,,,
20020607,1123,209.43,270.54,191.32,2002/6/7,164.18,164.62,,,
20020608,1107,125.68,143.19,109.48,2002/6/8,161.81,161.42,,,
20020609,927,114.35,128.25,112.91,2002/6/9,161.69,161.18,,,
20020610,890,148.88,178.11,167.13,2002/6/10,162.46,154.38,,,
20020611,1001,188.63,191.35,225.64,2002/6/11,164.78,159.05,,,
20020612,1133,154.96,198.20,111.83,2002/6/12,164.52,156.14,,,
20020613,1224,165.09,215.84,135.02,2002/6/13,163.70,158.14,,,
20020614,1144,141.88,190.52,115.57,2002/6/14,162.84,148.50,,,
20020615,1012,225.86,280.64,212.30,2002/6/15,164.14,162.81,,,
20020616,922,93.41,114.62,71.70,2002/6/16,162.59,159.82,,,
20020617,879,177.12,187.85,162.95,2002/6/17,162.81,163.85,,,
20020618,1013,130.80,130.40,125.08,2002/6/18,163.44,155.59,,,
20020619,1100,192.73,282.20,115.19,2002/6/19,164.71,160.99,,,
20020620,1190,153.10,205.36,97.22,2002/6/20,163.56,159.27,,,
20020621,1124,147.36,176.28,122.53,2002/6/21,161.48,160.05,,,
20020622,1087,103.61,133.67,86.16,2002/6/22,157.96,142.59,,,
20020623,881,90.24,89.96,100.05,2002/6/23,155.40,142.14,,,
20020624,862,161.40,206.88,134.21,2002/6/24,155.77,139.89,,,
20020625,1022,191.23,297.28,113.20,2002/6/25,158.96,148.53,,,
20020626,1085,161.81,243.49,111.70,2002/6/26,157.10,144.11,,,
20020627,1255,131.97,199.98,87.79,2002/6/27,155.05,141.09,,,
20020628,1162,99.78,113.68,71.11,2002/6/28,152.42,134.29,,,
20020629,1101,105.30,155.97,70.05,2002/6/29,149.64,134.53,,,
20020630,824,76.38,112.22,46.80,2002/6/30,147.80,132.55,,,
20020701,847,121.24,155.96,104.07,2002/7/1,146.90,126.82,,,
20020702,978,138.87,162.08,123.92,2002/7/2,147.66,119.34,,,
20020703,1064,102.74,142.77,82.84,2002/7/3,144.54,110.90,,,
20020704,1054,154.00,238.12,109.76,2002/7/4,144.47,114.04,,,
20020705,962,148.07,205.97,103.08,2002/7/5,143.57,120.94,,,
20020706,970,174.17,258.74,113.59,2002/7/6,144.34,130.78,,,
20020707,867,87.88,121.89,50.83,2002/7/7,140.28,132.42,,,
20020708,850,105.22,147.64,84.26,2002/7/8,139.60,130.13,,,
20020709,951,107.98,131.96,81.10,2002/7/9,139.39,125.72,,,
20020710,1022,100.48,142.18,64.69,2002/7/10,137.78,125.40,,,
20020711,1190,111.35,172.06,69.44,2002/7/11,135.20,119.31,,,
20020712,1033,141.10,159.84,122.66,2002/7/12,134.74,118.31,,,
20020713,1026,103.32,115.87,85.91,2002/7/13,132.68,108.19,,,
20020714,858,111.96,169.35,70.63,2002/7/14,131.68,111.63,,,
20020715,849,113.15,155.59,97.33,2002/7/15,127.93,112.76,,,
20020716,1022,103.72,174.49,53.90,2002/7/16,128.27,112.15,,,
20020717,1089,109.51,133.43,96.12,2002/7/17,126.02,113.44,,,
20020718,1175,121.23,157.39,117.21,2002/7/18,125.70,114.85,,,
20020719,1037,118.19,165.60,90.31,2002/7/19,123.21,111.58,,,
20020720,1047,113.90,157.71,73.66,2002/7/20,121.91,113.09,,,
20020721,861,134.66,230.13,70.38,2002/7/21,121.48,116.34,,,
20020722,874,94.75,128.47,100.85,2002/7/22,121.19,113.71,,,
20020723,907,87.65,123.79,54.66,2002/7/23,121.10,111.41,,,
20020724,1024,129.40,206.40,91.46,2002/7/24,120.03,114.25,,,
20020725,1149,126.85,155.20,95.89,2002/7/25,117.89,115.06,,,
20020726,1059,100.10,130.97,62.43,2002/7/26,115.83,112.47,,,
20020727,996,126.38,172.41,121.68,2002/7/27,115.64,114.26,,,
20020728,849,85.84,147.81,58.40,2002/7/28,115.18,107.28,,,
20020729,813,114.09,89.36,149.08,2002/7/29,115.47,110.04,,,
20020730,866,164.48,190.67,146.31,2002/7/30,118.41,121.02,,,
20020731,1004,148.47,177.62,131.69,2002/7/31,119.32,123.74,,,
20020801,1122,132.86,147.16,108.02,2002/8/1,119.12,124.60,,,
20020802,1025,132.50,148.20,107.49,2002/8/2,120.11,129.23,,,
20020803,974,183.65,223.77,152.71,2002/8/3,121.10,137.41,,,
20020804,840,106.48,149.39,65.58,2002/8/4,119.71,140.36,,,
20020805,804,127.72,172.51,102.78,2002/8/5,118.16,142.31,,,
20020806,852,171.07,178.30,168.12,2002/8/6,120.94,143.25,,,
20020807,1040,172.00,196.87,169.51,2002/8/7,123.16,146.61,,,
20020808,1086,173.86,206.78,147.11,2002/8/8,125.36,152.47,,,
20020809,994,106.64,132.89,72.05,2002/8/9,125.56,148.78,,,
20020810,978,162.58,229.61,107.03,2002/8/10,127.27,145.77,,,
20020811,846,93.97,124.91,58.61,2002/8/11,125.70,143.98,,,
20020812,847,156.44,194.95,117.07,2002/8/12,127.47,148.08,,,
20020813,895,118.44,162.35,80.02,2002/8/13,127.69,140.56,,,
20020814,947,101.44,174.36,52.36,2002/8/14,127.30,130.48,,,
20020815,1153,86.19,126.02,47.78,2002/8/15,126.71,117.96,,,
20020816,995,119.85,146.03,105.20,2002/8/16,127.06,119.84,,,
20020817,992,93.50,99.87,72.19,2002/8/17,126.13,109.98,,,
20020818,829,91.90,103.57,86.39,2002/8/18,125.26,109.68,,,
20020819,853,66.02,92.92,38.75,2002/8/19,123.66,96.76,,,
20020820,873,151.78,181.57,107.28,2002/8/20,124.23,101.53,,,
20020821,959,155.44,254.82,80.42,2002/8/21,126.25,109.24,,,
20020822,1142,142.13,173.50,110.95,2002/8/22,128.07,117.23,,,
20020823,1065,130.64,148.84,108.63,2002/8/23,128.11,118.77,,,
20020824,871,121.70,144.08,113.85,2002/8/24,127.94,122.80,,,
20020825,881,116.56,164.93,75.04,2002/8/25,128.49,126.32,,,
20020826,797,137.16,140.88,124.42,2002/8/26,128.85,136.49,,,
20020827,824,128.64,152.29,106.97,2002/8/27,130.27,133.18,,,
20020828,1004,122.08,144.73,109.74,2002/8/28,130.54,128.42,,,
20020829,1157,105.93,125.59,104.75,2002/8/29,128.59,123.24,,,
20020830,1019,113.78,136.11,97.31,2002/8/30,127.43,120.84,,,
20020831,1045,114.12,101.13,137.07,2002/8/31,126.81,119.75,,,
20020901,909,80.17,101.72,66.67,2002/9/1,125.06,114.55,,,
20020902,769,146.46,231.90,78.80,2002/9/2,123.82,115.88,,,
20020903,867,114.62,106.65,127.08,2002/9/3,124.09,113.88,,,
20020904,1036,188.65,210.38,180.80,2002/9/4,126.13,123.39,,,
20020905,1215,185.39,179.39,181.37,2002/9/5,126.60,134.74,,,
20020906,1088,152.23,163.90,141.78,2002/9/6,125.94,140.24,,,
20020907,1024,174.69,212.85,145.26,2002/9/7,125.97,148.89,,,
20020908,974,119.03,142.40,113.12,2002/9/8,126.38,154.44,,,
20020909,904,157.57,160.73,164.54,2002/9/9,126.22,156.03,,,
20020910,1029,225.34,256.74,230.21,2002/9/10,130.60,171.84,,,
20020911,1171,198.02,304.57,136.43,2002/9/11,131.98,173.18,,,
20020912,1239,189.82,261.20,124.50,2002/9/12,134.36,173.82,,,
20020913,1122,301.14,306.10,319.15,2002/9/13,141.02,195.09, Bush Seeks UN Approval for Iraq War; Putin Threatens War with Georgia,,
20020914,964,195.87,205.54,182.87,2002/9/14,144.67,198.11,,,
20020915,962,127.41,123.58,125.99,2002/9/15,144.93,199.31,,,
20020916,939,151.69,133.64,170.14,2002/9/16,146.87,198.47,,,
20020917,1078,205.88,183.81,240.19,2002/9/17,150.67,195.69,,,
20020918,1080,236.17,207.93,265.25,2002/9/18,156.34,201.14,,,
20020919,1276,186.92,217.40,189.97,2002/9/19,157.51,200.73,,,
20020920,1105,191.86,191.27,209.39,2002/9/20,158.72,185.11,,,
20020921,1115,133.69,195.48,113.64,2002/9/21,158.44,176.23,,,
20020922,890,93.05,111.32,99.04,2002/9/22,157.19,171.32,,,
20020923,981,128.32,121.19,140.39,2002/9/23,157.41,167.98,,,
20020924,996,216.18,185.68,248.90,2002/9/24,160.73,169.46,,,
20020925,1117,237.25,195.13,290.99,2002/9/25,164.07,169.61,,,
20020926,1301,140.04,152.30,131.27,2002/9/26,164.45,162.91,,,
20020927,1156,255.03,308.53,247.81,2002/9/27,168.88,171.94,,,
20020928,1174,132.62,151.90,122.01,2002/9/28,169.77,171.78,,,
20020929,920,82.81,71.79,95.81,2002/9/29,168.74,170.32,,,
20020930,934,159.60,162.64,153.36,2002/9/30,170.25,174.79,,,
20021001,1087,155.42,121.52,162.18,2002/10/1,172.76,166.11,,,
20021002,1111,134.17,148.62,128.92,2002/10/2,172.35,151.38,,,
20021003,1244,138.47,159.28,124.00,2002/10/3,173.14,151.16,,,
20021004,1139,168.68,191.36,145.10,2002/10/4,172.48,138.82,,,
20021005,1141,148.06,138.93,154.50,2002/10/5,171.23,141.03,,,
20021006,946,80.54,76.80,81.53,2002/10/6,168.84,140.71,,,
20021007,961,203.37,233.67,154.78,2002/10/7,169.80,146.96,,,
20021008,1061,187.33,224.10,197.31,2002/10/8,172.08,151.52,,,
20021009,1141,209.03,272.06,183.47,2002/10/9,173.79,162.21,,,
20021010,1321,178.04,199.99,179.32,2002/10/10,172.22,167.87,,,
20021011,1185,178.91,217.37,172.01,2002/10/11,171.58,169.33,,,
20021012,1121,200.94,229.78,176.92,2002/10/12,171.95,176.88,,,
20021013,973,136.18,224.00,90.59,2002/10/13,166.45,184.83,,,
20021014,904,183.22,263.02,146.26,2002/10/14,166.03,181.95,,,
20021015,1019,195.05,265.75,194.63,2002/10/15,168.28,183.05,,,
20021016,1126,158.86,217.03,136.99,2002/10/16,168.52,175.89,,,
20021017,1291,187.31,225.10,166.42,2002/10/17,167.90,177.21,,,
20021018,1149,271.00,339.15,249.32,2002/10/18,169.06,190.37,,,
20021019,1141,168.39,173.66,159.33,2002/10/19,168.45,185.72,,,
20021020,957,169.61,207.05,172.70,2002/10/20,167.71,190.49,,,
20021021,934,166.69,127.29,188.75,2002/10/21,168.81,188.13,,,
20021022,1028,135.34,96.37,155.41,2002/10/22,170.22,179.60,,,
20021023,1169,161.52,146.90,193.22,2002/10/23,171.32,179.98,,,
20021024,1311,144.02,166.25,126.06,2002/10/24,168.92,173.80,,,
20021025,1199,201.68,242.38,206.76,2002/10/25,167.73,163.89,,,
20021026,1176,191.54,258.35,178.01,2002/10/26,169.45,167.20,,,
20021027,982,118.07,121.06,140.25,2002/10/27,164.88,159.84,,,
20021028,817,174.35,218.27,182.06,2002/10/28,166.27,160.93,,,
20021029,1105,176.87,209.20,169.51,2002/10/29,169.41,166.86,,,
20021030,1139,154.14,214.55,130.59,2002/10/30,169.23,165.81,,,
20021031,1345,140.38,142.41,147.45,2002/10/31,168.73,165.29,,,
20021101,1175,169.15,202.36,159.41,2002/11/1,169.89,160.64,,,
20021102,1163,99.69,107.90,85.26,2002/11/2,168.60,147.52,,,
20021103,980,67.60,101.09,44.97,2002/11/3,165.23,140.31,,,
20021104,908,94.85,109.11,91.01,2002/11/4,163.46,128.96,,,
20021105,1018,143.18,136.25,162.35,2002/11/5,165.54,124.14,,,
20021106,1177,182.94,213.24,159.14,2002/11/6,164.86,128.26,,,
20021107,1324,155.12,129.70,166.44,2002/11/7,163.79,130.36,,,
20021108,1154,160.75,160.25,181.41,2002/11/8,162.18,129.16,,,
20021109,1118,168.89,124.06,206.96,2002/11/9,161.87,139.05,,,
20021110,982,91.08,94.16,78.54,2002/11/10,158.95,142.40,,,
20021111,905,164.71,197.05,164.36,2002/11/11,157.74,152.38,,,
20021112,1014,156.81,136.78,195.59,2002/11/12,158.43,154.33,,,
20021113,1084,192.52,243.72,188.04,2002/11/13,158.74,155.70,,,
20021114,1298,216.92,239.15,224.94,2002/11/14,159.47,164.53,,,
20021115,1173,194.86,219.60,197.25,2002/11/15,160.67,169.40,,,
20021116,1129,196.58,228.15,195.18,2002/11/16,160.98,173.35,,,
20021117,954,142.36,138.46,161.69,2002/11/17,156.69,180.68,,,
20021118,984,181.79,241.64,179.15,2002/11/18,157.13,183.12,,,
20021119,1085,216.77,255.67,203.10,2002/11/19,158.71,191.69,,,
20021120,1152,123.65,126.13,129.12,2002/11/20,157.27,181.85,,,
20021121,1323,142.72,154.76,137.41,2002/11/21,157.52,171.25,,,
20021122,1212,147.59,196.18,118.18,2002/11/22,157.05,164.49,,,
20021123,1149,178.75,212.69,139.04,2002/11/23,158.21,161.95,,,
20021124,962,123.96,178.51,85.90,2002/11/24,155.62,159.32,,,
20021125,916,130.19,115.37,132.31,2002/11/25,153.57,151.95,,,
20021126,1003,168.44,158.04,159.28,2002/11/26,155.25,145.04,,,
20021127,1068,142.68,179.34,118.64,2002/11/27,154.20,147.76,,,
20021128,1120,147.88,129.74,177.08,2002/11/28,153.23,148.50,,,
20021129,1066,198.88,278.81,160.21,2002/11/29,154.72,155.82,,,
20021130,1140,180.16,243.33,154.64,2002/11/30,156.05,156.03,,,
20021201,902,117.52,161.09,91.61,2002/12/1,154.33,155.11,,,
20021202,884,176.12,261.50,124.64,2002/12/2,156.88,161.67,,,
20021203,1026,174.35,180.25,187.93,2002/12/3,160.43,162.51,,,
20021204,1154,172.23,194.59,152.76,2002/12/4,163.01,166.73,,,
20021205,1239,200.52,223.89,191.19,2002/12/5,164.92,174.25,,,
20021206,1145,216.98,265.34,182.83,2002/12/6,166.06,176.84,,,
20021207,1099,102.48,138.22,85.22,2002/12/7,164.30,165.74,,,
20021208,972,88.61,108.72,79.35,2002/12/8,161.90,161.61,,,
20021209,951,135.85,152.79,110.06,2002/12/9,160.80,155.86,,,
20021210,1038,175.52,146.35,206.99,2002/12/10,163.61,156.03,,,
20021211,1137,177.72,168.46,184.12,2002/12/11,164.05,156.81,,,
20021212,1312,171.69,191.30,176.36,2002/12/12,164.54,152.69,,,
20021213,1162,165.34,130.73,189.64,2002/12/13,163.64,145.32,,,
20021214,1094,157.45,126.78,176.25,2002/12/14,161.65,153.17,,,
20021215,939,84.67,77.37,88.00,2002/12/15,157.98,152.61,,,
20021216,932,152.83,141.73,171.42,2002/12/16,156.52,155.03,,,
20021217,1030,176.88,160.31,181.85,2002/12/17,157.67,155.23,,,
20021218,1068,201.61,204.08,196.01,2002/12/18,158.33,158.64,,,
20021219,1226,175.63,167.00,193.22,2002/12/19,156.96,159.20,,,
20021220,1104,276.05,215.37,314.37,2002/12/20,162.04,175.02,,,
20021221,1011,183.49,182.92,207.06,2002/12/21,163.40,178.74,,,
20021222,856,150.92,185.18,128.72,2002/12/22,163.51,188.20,,,
20021223,803,189.76,197.40,192.09,2002/12/23,163.88,193.48,,,
20021224,764,273.16,164.25,353.33,2002/12/24,168.85,207.23,,,
20021225,393,193.87,201.67,266.34,2002/12/25,170.98,206.12,,,
20021226,721,206.75,201.53,236.86,2002/12/26,172.25,210.57,,,
20021227,829,203.79,199.18,212.65,2002/12/27,174.29,200.25,,,
20021228,867,194.86,159.98,216.04,2002/12/28,175.86,201.87,,,
20021229,859,138.83,138.40,147.51,2002/12/29,173.85,200.14,,,
20021230,774,162.63,145.07,213.53,2002/12/30,173.27,196.27,,,
20021231,739,228.61,223.44,238.55,2002/12/31,176.97,189.90,,,
20030101,669,282.24,276.43,337.62,2003/1/1,180.51,202.53,,,
20030102,922,183.23,179.09,179.25,2003/1/2,180.81,199.17,,,
20030103,945,171.76,132.79,215.70,2003/1/3,180.79,194.59,,,
20030104,956,162.86,151.99,190.16,2003/1/4,179.53,190.02,,,
20030105,901,161.77,153.94,201.77,2003/1/5,177.69,193.30,,,
20030106,843,117.88,109.69,124.17,2003/1/6,178.21,186.91,,,
20030107,996,209.53,152.52,254.43,2003/1/7,182.24,184.18,,,
20030108,1080,202.43,189.58,275.45,2003/1/8,184.46,172.78,,,
20030109,1211,175.07,158.16,204.71,2003/1/9,184.44,171.61,,,
20030110,1121,245.27,164.97,309.61,2003/1/10,186.69,182.12,,,
20030111,1140,209.21,220.16,227.13,2003/1/11,187.95,188.74,,,
20030112,958,110.65,89.63,143.76,2003/1/12,186.12,181.44,,,
20030113,851,202.41,162.98,220.10,2003/1/13,187.62,193.51,,,
20030114,1047,193.00,157.71,220.99,2003/1/14,191.23,191.15,,,
20030115,1136,242.03,186.05,286.12,2003/1/15,194.21,196.80,,,
20030116,1247,177.98,153.60,189.97,2003/1/16,194.24,197.22,,,
20030117,1126,241.23,211.16,269.09,2003/1/17,195.56,196.65,,,
20030118,1156,166.20,159.98,171.56,2003/1/18,195.25,190.50,,,
20030119,927,96.48,85.50,112.91,2003/1/19,189.26,188.48,,,
20030120,899,210.03,176.32,232.86,2003/1/20,190.15,189.56,,,
20030121,983,229.15,194.85,285.82,2003/1/21,192.76,194.73,,,
20030122,1125,226.73,135.03,288.92,2003/1/22,193.99,192.54,,,
20030123,1293,184.46,127.70,217.29,2003/1/23,191.03,193.47,,,
20030124,1176,247.88,247.12,267.02,2003/1/24,192.83,194.42,,,
20030125,1171,246.11,293.29,254.04,2003/1/25,194.14,205.83,,,
20030126,947,171.40,160.41,197.79,2003/1/26,193.06,216.54,,,
20030127,884,258.56,201.73,348.99,2003/1/27,195.19,223.47,,,
20030128,1044,285.57,183.47,390.49,2003/1/28,200.08,231.53,,,
20030129,1093,257.61,211.50,352.82,2003/1/29,203.24,235.94,,,
20030130,1253,264.37,263.56,320.96,2003/1/30,204.44,247.36,,,
20030131,1136,230.36,180.24,281.27,2003/1/31,202.71,244.85,,,
20030201,1114,202.20,130.43,262.10,2003/2/1,203.34,238.58,,,
20030202,993,113.42,133.03,122.05,2003/2/2,201.40,230.30,,,
20030203,929,167.59,213.29,166.04,2003/2/3,201.55,217.30,,,
20030204,1043,206.44,170.98,264.09,2003/2/4,203.04,206.00,,,
20030205,1129,196.58,140.40,243.98,2003/2/5,205.67,197.28,,,
20030206,1300,211.49,121.93,292.40,2003/2/6,205.73,189.73,,,
20030207,1147,257.03,172.75,345.81,2003/2/7,207.55,193.54,,,
20030208,1101,201.58,179.97,260.19,2003/2/8,208.43,193.45,,,
20030209,926,110.90,135.52,113.04,2003/2/9,203.96,193.09,,,
20030210,899,180.55,117.55,238.99,2003/2/10,203.00,194.94,,,
20030211,1040,213.41,190.52,248.96,2003/2/11,206.43,195.94,,,
20030212,1129,296.34,298.35,336.69,2003/2/12,209.56,210.19,,,
20030213,1267,334.66,375.33,382.63,2003/2/13,214.28,227.78,,,
20030214,1154,344.46,331.95,448.74,2003/2/14,217.69,240.27, War Fears U.S./Iraq; Terrorism in UK; Tension with North Korea,,
20030215,1167,317.92,209.40,453.18,2003/2/15,222.36,256.89,,,
20030216,982,172.04,208.50,201.96,2003/2/16,220.05,265.62,,,
20030217,843,290.78,274.22,385.57,2003/2/17,224.20,281.37,,,
20030218,957,342.68,303.67,431.74,2003/2/18,232.41,299.84,,,
20030219,1148,242.38,212.87,278.33,2003/2/19,233.49,292.13,,,
20030220,1231,239.50,209.25,304.32,2003/2/20,233.83,278.54,,,
20030221,1166,227.28,198.26,259.86,2003/2/21,233.85,261.80,,,
20030222,1104,267.05,287.16,279.44,2003/2/22,236.60,254.53,,,
20030223,955,197.71,207.48,224.98,2003/2/23,234.93,258.20,,,
20030224,872,186.14,166.63,240.07,2003/2/24,232.93,243.25,,,
20030225,1007,338.82,295.15,415.77,2003/2/25,238.51,242.70,,,
20030226,1106,284.53,197.07,353.65,2003/2/26,239.38,248.72,,,
20030227,1273,228.99,212.72,285.62,2003/2/27,237.49,247.22,,,
20030228,1169,240.86,203.40,315.74,2003/2/28,236.94,249.16,,,
20030301,1153,189.62,194.76,215.01,2003/3/1,234.44,238.10,,,
20030302,947,139.92,160.41,145.43,2003/3/2,231.43,229.84,,,
20030303,925,247.10,199.93,303.74,2003/3/3,232.93,238.55,,,
20030304,1026,326.09,289.68,397.34,2003/3/4,240.01,236.73,,,
20030305,1146,338.19,270.88,384.57,2003/3/5,245.70,244.40,,,
20030306,1254,285.29,273.88,316.31,2003/3/6,248.33,252.44,,,
20030307,1238,313.06,224.07,422.74,2003/3/7,252.21,262.75,,,
20030308,1139,299.56,249.34,367.59,2003/3/8,255.15,278.46,,,
20030309,972,184.03,176.67,198.37,2003/3/9,252.71,284.76,,,
20030310,910,327.62,297.58,387.45,2003/3/10,256.92,296.26,,,
20030311,1061,309.09,255.23,379.04,2003/3/11,263.52,293.83,,,
20030312,1192,347.37,288.13,425.19,2003/3/12,269.08,295.15,,,
20030313,1238,262.22,202.73,333.74,2003/3/13,270.71,291.85,,,
20030314,1181,336.59,307.59,433.82,2003/3/14,272.05,295.21,,,
20030315,1122,268.67,211.92,338.79,2003/3/15,269.85,290.80,,,
20030316,994,216.62,292.36,232.77,2003/3/16,265.59,295.45,,,
20030317,951,344.84,312.53,417.09,2003/3/17,266.49,297.91,,,
20030318,1111,554.58,653.93,689.25,2003/3/18,279.24,332.98,,,
20030319,1147,540.06,575.83,658.01,2003/3/19,287.55,360.51,,,
20030320,1404,478.95,700.93,498.32,2003/3/20,292.09,391.47,,,
20030321,1286,595.03,924.46,479.79,2003/3/21,303.85,428.39, Beginning of the Iraq War,,
20030322,1156,441.29,651.33,338.36,2003/3/22,310.57,453.05,,,
20030323,1052,255.06,339.03,251.36,2003/3/23,311.50,458.54,,,
20030324,983,441.45,678.62,285.82,2003/3/24,317.31,472.35,,,
20030325,1122,516.67,753.48,353.52,2003/3/25,327.94,466.93,,,
20030326,1205,417.85,624.85,278.88,2003/3/26,335.67,449.47,,,
20030327,1324,482.87,713.35,370.32,2003/3/27,340.47,450.03,,,
20030328,1277,373.54,486.18,323.55,2003/3/28,343.44,418.39,,,
20030329,1164,347.19,487.98,279.24,2003/3/29,347.38,404.95,,,
20030330,1040,207.04,342.94,132.43,2003/3/30,346.25,398.09,,,
20030331,996,439.02,676.39,298.68,2003/3/31,354.56,397.74,,,
20030401,1112,512.38,706.80,401.29,2003/4/1,366.98,397.13,,,
20030402,1182,428.78,648.18,288.97,2003/4/2,373.03,398.69,,,
20030403,1281,356.86,510.44,245.13,2003/4/3,374.06,380.69,,,
20030404,1126,394.21,621.76,229.95,2003/4/4,375.93,383.64,,,
20030405,1180,261.08,380.61,191.41,2003/4/5,375.12,371.34,,,
20030406,1027,206.43,347.28,112.65,2003/4/6,371.56,371.25,,,
20030407,979,277.46,357.56,225.09,2003/4/7,370.83,348.17,,,
20030408,1101,339.98,527.90,230.17,2003/4/8,376.03,323.54,,,
20030409,1141,354.19,549.91,217.27,2003/4/9,376.91,312.89,,,
20030410,1416,287.74,359.16,237.32,2003/4/10,376.20,303.01,,,
20030411,1225,319.09,452.90,229.35,2003/4/11,375.26,292.28,,,
20030412,1173,240.04,315.32,192.56,2003/4/12,374.52,289.28,,,
20030413,1014,199.28,286.60,173.85,2003/4/13,369.94,288.25,,,
20030414,931,263.30,368.90,213.02,2003/4/14,369.76,286.23,,,
20030415,1015,280.67,357.89,217.10,2003/4/15,371.90,277.76,,,
20030416,1206,280.17,328.59,242.10,2003/4/16,369.74,267.18,,,
20030417,1226,229.66,199.33,260.62,2003/4/17,358.91,258.89,,,
20030418,989,234.46,273.81,239.52,2003/4/18,348.72,246.80,,,
20030419,1061,193.57,205.43,207.69,2003/4/19,339.21,240.16,,,
20030420,878,166.01,233.20,125.49,2003/4/20,324.91,235.41,,,
20030421,815,199.16,226.91,189.27,2003/4/21,316.84,226.24,,,
20030422,985,174.88,207.86,184.57,2003/4/22,314.17,211.13,,,
20030423,1114,184.36,136.36,252.21,2003/4/23,305.60,197.44,,,
20030424,1268,172.42,187.52,178.13,2003/4/24,294.12,189.27,,,
20030425,1141,214.84,219.97,207.61,2003/4/25,287.36,186.46,,,
20030426,1204,167.83,164.57,164.72,2003/4/26,276.85,182.78,,,
20030427,1019,120.28,155.56,102.72,2003/4/27,268.41,176.25,,,
20030428,913,141.50,159.15,126.71,2003/4/28,261.56,168.02,,,
20030429,1080,159.49,134.54,163.23,2003/4/29,259.97,165.82,,,
20030430,1145,225.66,178.82,274.25,2003/4/30,252.86,171.72,,,
20030501,1265,201.63,240.17,187.26,2003/5/1,242.50,175.89,,,
20030502,1204,154.07,208.46,114.39,2003/5/2,233.34,167.21,,,
20030503,1202,140.55,186.82,151.25,2003/5/3,226.13,163.31,,,
20030504,957,100.38,124.23,92.10,2003/5/4,216.34,160.47,,,
20030505,888,175.33,171.07,186.12,2003/5/5,213.48,165.30,,,
20030506,992,160.29,153.13,172.16,2003/5/6,211.94,165.42,,,
20030507,1131,155.23,151.83,165.61,2003/5/7,207.87,155.35,,,
20030508,1230,145.43,161.09,147.80,2003/5/8,201.38,147.33,,,
20030509,1155,192.16,211.58,186.02,2003/5/9,195.98,152.77,,,
20030510,1186,131.27,167.07,106.84,2003/5/10,190.77,151.44,,,
20030511,987,104.04,113.76,89.31,2003/5/11,183.60,151.96,,,
20030512,928,182.05,177.93,172.16,2003/5/12,181.67,152.92,,,
20030513,1029,167.40,237.49,117.78,2003/5/13,180.60,153.94,,,
20030514,1159,222.93,302.03,161.61,2003/5/14,179.26,163.61,,,
20030515,1270,224.32,239.23,221.23,2003/5/15,177.38,174.88,,,
20030516,1167,210.05,266.00,207.71,2003/5/16,175.04,177.44,,,
20030517,1193,152.72,182.70,170.86,2003/5/17,172.48,180.50,,,
20030518,979,111.66,155.17,90.03,2003/5/18,168.38,181.59,,,
20030519,920,144.02,222.55,101.80,2003/5/19,166.73,176.16,,,
20030520,1002,195.05,283.44,137.45,2003/5/20,167.70,180.11,,,
20030521,1157,186.10,211.21,219.03,2003/5/21,167.26,174.85,,,
20030522,1277,207.52,237.92,185.50,2003/5/22,168.35,172.45,,,
20030523,1190,189.29,133.20,226.84,2003/5/23,168.52,169.48,,,
20030524,1154,132.04,125.91,147.99,2003/5/24,167.17,166.53,,,
20030525,917,126.43,144.05,108.14,2003/5/25,164.22,168.64,,,
20030526,739,152.40,160.87,134.18,2003/5/26,163.71,169.83,,,
20030527,918,126.30,107.92,144.03,2003/5/27,163.91,160.01,,,
20030528,1072,148.32,166.35,118.20,2003/5/28,164.14,154.62,,,
20030529,1208,126.14,158.56,118.57,2003/5/29,163.03,142.99,,,
20030530,1108,143.50,137.10,144.19,2003/5/30,160.29,136.45,,,
20030531,1171,141.44,152.29,141.14,2003/5/31,158.28,137.79,,,
20030601,962,86.09,109.85,68.72,2003/6/1,156.02,132.03,,,
20030602,856,150.92,115.74,173.77,2003/6/2,156.36,131.82,,,
20030603,1049,205.26,195.18,210.07,2003/6/3,159.86,143.10,,,
20030604,1192,186.19,227.18,157.14,2003/6/4,160.22,148.51,,,
20030605,1237,166.03,186.88,155.87,2003/6/5,160.41,154.21,,,
20030606,1152,172.53,229.33,148.25,2003/6/6,160.99,158.35,,,
20030607,1207,123.50,142.27,104.98,2003/6/7,160.26,155.79,,,
20030608,980,87.88,114.57,67.46,2003/6/8,156.78,156.05,,,
20030609,881,150.40,179.92,150.08,2003/6/9,157.42,155.97,,,
20030610,1133,172.50,163.22,194.49,2003/6/10,159.70,151.29,,,
20030611,1105,158.88,185.29,134.61,2003/6/11,158.93,147.39,,,
20030612,1230,172.36,225.53,138.84,2003/6/12,159.09,148.29,,,
20030613,1190,139.18,222.01,106.48,2003/6/13,156.30,143.53,,,
20030614,1186,94.96,139.22,60.39,2003/6/14,151.99,139.45,,,
